Plant_Name,Best_Season,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
Sesame,Spring,81.6,Silty,5.97,2.69,39.01,1.23,17.45,39.15,160.61,5.47,2.77,Gray,59.8,38.66
Vanilla,Winter,14.5,Clayey,7.84,3.2,15.69,1.26,12.83,20.35,127.16,17.11,4.13,Yellow,52.65,46.26
Spinach,Winter,87.0,Sandy,7.79,4.71,38.4,1.52,19.71,11.94,104.06,13.4,3.62,Gray,39.38,40.46
Rice,Autumn,69.2,Silty,7.87,1.58,30.77,1.27,63.23,38.71,102.43,29.24,3.92,Red,40.07,49.76
Cauliflower,Summer,49.1,Clayey,8.26,1.19,22.27,1.53,15.57,30.81,81.45,14.47,3.04,Brown,49.46,35.75
Basil,Winter,41.2,Clayey,5.86,4.41,32.19,1.25,61.13,48.3,182.84,28.03,3.63,Black,43.73,21.61
Raspberry,Summer,11.7,Silty,5.99,4.74,37.0,1.27,68.73,45.88,112.12,22.15,2.07,Yellow,38.14,24.83
Potato,Autumn,84.3,Sandy,6.5,2.7,15.4,1.38,23.28,30.36,162.85,6.85,0.52,Brown,31.71,37.65
Dragon Fruit,Winter,22.8,Silty,8.25,1.02,15.88,1.15,53.96,8.15,136.06,28.32,2.14,Black,53.52,30.43
Fenugreek,Summer,37.9,Loamy,7.83,2.68,22.26,1.56,96.75,6.39,163.11,9.21,0.95,Brown,56.65,23.39
Saffron,Winter,61.2,Silty,6.47,0.99,15.08,1.51,85.28,42.69,98.14,16.2,3.18,Black,36.18,27.14
Oats,Autumn,32.1,Silty,5.76,4.47,20.81,1.44,75.1,36.41,162.8,28.08,1.39,Brown,31.9,34.24
Zucchini,Autumn,54.7,Sandy,7.35,3.69,29.37,1.59,56.6,30.21,168.5,25.71,4.79,Gray,33.56,35.55
Black Pepper,Winter,82.8,Silty,6.27,1.59,34.38,1.11,45.48,36.0,65.64,17.19,1.43,Black,42.43,48.04
Yam,Summer,52.3,Clayey,7.09,4.49,19.06,1.31,50.63,29.29,63.72,10.17,0.58,Brown,38.98,22.72
Passion Fruit,Spring,95.4,Sandy,8.33,3.37,18.45,1.53,78.81,31.03,197.82,17.73,4.42,Black,32.2,30.73
Raspberry,Spring,86.3,Clayey,7.22,4.79,33.39,1.32,59.89,15.17,67.69,18.69,2.13,Gray,43.65,35.18
Horse Gram,Winter,40.0,Sandy,8.27,4.91,21.43,1.1,78.82,25.5,152.73,29.92,1.84,Black,36.12,23.4
Sorghum,Summer,46.0,Loamy,6.68,0.51,34.55,1.18,97.29,5.5,162.17,25.6,4.44,Black,32.01,40.63
Turmeric,Spring,48.1,Loamy,7.4,1.04,39.8,1.32,67.65,35.09,59.53,26.53,3.3,Brown,49.74,35.45
Kiwi,Autumn,66.4,Loamy,8.18,2.96,39.39,1.43,64.28,19.95,161.98,29.65,2.71,Yellow,47.18,33.79
Barley,Summer,35.8,Silty,7.26,4.8,29.88,1.18,46.55,34.53,112.93,18.08,1.7,Gray,54.79,39.68
Onion,Spring,97.2,Loamy,7.34,4.97,21.26,1.32,27.71,46.69,91.2,19.63,1.53,Brown,39.07,28.63
Sorghum,Summer,64.8,Sandy,7.65,3.05,11.96,1.11,43.68,31.62,149.8,16.36,2.94,Red,34.07,30.18
Rye,Winter,45.9,Loamy,8.15,1.28,32.14,1.34,56.81,19.76,174.97,8.14,2.56,Black,40.8,24.88
Tomato,Summer,68.1,Sandy,5.76,1.23,39.34,1.55,13.14,14.32,135.92,18.13,1.45,Red,53.36,35.71
Horse Gram,Spring,45.6,Clayey,6.51,3.94,12.04,1.4,52.82,16.33,180.59,19.56,1.0,Brown,37.25,31.17
Barley,Winter,83.6,Silty,6.69,3.16,10.19,1.32,87.59,49.43,53.35,10.93,4.11,Yellow,37.65,27.81
Basil,Summer,61.1,Clayey,8.23,2.97,34.95,1.18,97.9,32.69,160.79,24.57,3.47,Gray,34.43,23.74
Garlic,Autumn,13.8,Clayey,8.37,2.6,13.07,1.2,87.0,24.82,75.41,8.11,4.97,Brown,59.6,20.7
Dragon Fruit,Spring,25.9,Loamy,5.86,3.76,12.45,1.14,25.48,15.39,92.91,17.55,2.63,Yellow,59.02,25.8
Quinoa,Winter,87.8,Loamy,5.86,4.36,37.31,1.47,23.95,39.79,135.84,21.57,4.97,Brown,49.74,27.42
Thyme,Summer,60.7,Loamy,8.3,1.86,12.39,1.14,45.4,22.43,91.17,6.37,2.36,Yellow,36.44,34.56
Mango,Autumn,95.5,Clayey,6.39,1.49,13.42,1.29,30.29,18.55,75.22,25.1,2.72,Red,53.0,27.23
Jute,Spring,16.5,Silty,6.23,3.52,27.09,1.47,70.84,15.0,182.82,12.6,1.12,Yellow,47.52,44.53
Date Palm,Autumn,36.6,Silty,5.61,4.62,32.7,1.46,17.61,13.35,186.01,22.94,0.83,Gray,52.49,34.22
Mustard,Summer,27.4,Clayey,6.33,2.07,21.99,1.39,49.93,17.3,55.46,7.71,4.71,Red,55.81,38.71
Brussels Sprout,Summer,59.8,Silty,7.58,1.73,22.62,1.39,35.23,33.22,125.02,20.51,4.91,Black,39.55,26.24
Quinoa,Winter,44.5,Clayey,6.78,1.52,28.98,1.15,63.59,15.79,80.55,18.93,2.78,Red,57.41,32.48
Flax,Autumn,24.2,Clayey,7.05,1.65,25.16,1.19,81.74,7.73,179.51,8.75,1.43,Red,56.96,38.08
Muskmelon,Winter,67.8,Silty,8.25,1.11,10.56,1.37,93.12,21.16,119.38,20.62,4.76,Black,46.41,29.33
Walnut,Spring,58.3,Sandy,5.84,3.19,13.41,1.27,96.75,31.32,121.77,22.28,4.0,Red,50.54,30.09
Pomegranate,Winter,34.7,Sandy,5.71,1.76,27.45,1.11,41.61,7.71,144.12,17.46,0.98,Red,42.33,44.22
Sesame,Spring,53.2,Loamy,8.06,3.27,33.81,1.5,87.03,25.37,58.34,19.46,1.56,Black,49.65,45.12
Mango,Summer,77.1,Silty,7.82,0.87,32.89,1.43,63.28,7.35,69.09,27.19,0.12,Black,46.47,35.99
Peas,Summer,28.5,Loamy,6.29,1.02,32.2,1.26,72.3,39.57,124.76,22.44,2.95,Gray,39.68,46.89
Broccoli,Autumn,36.4,Clayey,6.47,2.91,33.14,1.15,86.6,44.23,195.01,27.65,2.68,Red,39.69,42.1
Ginger,Spring,41.1,Sandy,6.43,2.8,11.33,1.4,21.71,48.37,176.54,18.81,0.9,Red,49.55,21.66
Potato,Summer,77.2,Silty,7.44,1.72,36.85,1.27,95.27,36.11,183.4,9.37,1.76,Red,58.7,36.78
Lychee,Autumn,86.2,Silty,5.68,4.22,36.68,1.23,59.27,33.44,70.57,11.16,4.7,Gray,36.05,40.93
Celery,Autumn,43.9,Silty,6.97,1.34,25.96,1.46,40.24,36.23,193.79,9.41,3.28,Red,41.78,36.23
Lentils,Winter,36.7,Sandy,5.9,2.12,17.46,1.26,40.49,43.46,159.5,13.38,4.33,Black,54.17,44.96
Celery,Autumn,90.1,Loamy,7.96,3.0,27.77,1.17,77.59,41.32,98.85,16.94,4.21,Black,33.69,29.03
Mustard,Summer,99.9,Sandy,6.64,4.4,26.74,1.34,71.08,24.73,179.67,11.4,4.61,Black,59.83,21.96
Ginger,Winter,70.3,Loamy,7.08,2.38,16.69,1.51,75.65,34.3,162.1,16.89,0.3,Black,50.34,39.01
Watermelon,Spring,99.1,Clayey,5.59,2.29,28.09,1.52,32.77,12.29,160.48,14.11,1.39,Yellow,57.32,41.92
Groundnut,Spring,69.4,Clayey,5.67,3.11,33.92,1.52,25.32,36.27,160.19,18.88,2.14,Black,55.14,42.96
Radish,Summer,76.0,Loamy,7.53,1.93,34.18,1.31,74.97,37.88,170.13,15.71,3.24,Gray,53.31,20.33
Lettuce,Summer,45.0,Clayey,7.8,3.69,11.79,1.5,36.86,41.06,192.28,15.85,3.08,Yellow,30.99,40.2
Yam,Winter,49.0,Clayey,7.63,1.62,15.91,1.53,30.02,41.79,70.53,17.27,1.31,Red,42.19,20.62
Rubber,Winter,23.0,Silty,7.71,4.2,30.05,1.33,29.31,24.8,199.93,29.7,1.04,Black,36.06,43.24
Pear,Summer,84.0,Silty,5.81,1.73,35.79,1.26,23.36,45.66,180.85,18.91,2.24,Red,56.14,41.09
Basil,Summer,93.8,Sandy,7.58,4.97,25.64,1.45,48.41,49.14,116.24,23.08,1.33,Black,50.41,37.02
Carrot,Spring,66.1,Sandy,6.05,1.92,31.23,1.55,33.49,49.01,73.62,15.42,4.83,Black,33.21,35.19
Eggplant,Spring,40.9,Sandy,5.79,4.45,10.63,1.59,90.45,31.36,118.07,13.15,4.83,Yellow,40.79,41.45
Jute,Spring,23.9,Silty,7.77,2.29,28.25,1.25,72.02,30.18,166.79,27.91,0.66,Black,32.08,21.72
Radish,Summer,33.9,Sandy,8.17,1.61,38.86,1.58,76.95,25.58,140.37,23.56,3.55,Black,52.2,44.97
Pear,Autumn,33.0,Sandy,7.65,1.52,29.83,1.35,46.32,18.49,91.93,19.56,1.22,Brown,42.55,26.04
Rye,Summer,65.2,Silty,7.92,4.33,37.67,1.25,64.02,20.02,111.02,13.41,3.62,Gray,37.03,34.33
Flax,Summer,95.1,Loamy,8.47,1.89,26.98,1.59,55.07,14.71,193.14,11.45,3.86,Gray,45.53,34.6
Tomato,Spring,14.3,Silty,5.9,2.02,35.3,1.54,25.07,48.01,170.57,11.3,0.34,Red,31.26,43.31
Rosemary,Summer,10.1,Loamy,8.4,1.39,13.72,1.45,14.31,32.89,68.61,17.59,3.51,Red,37.72,25.79
Quinoa,Winter,64.0,Silty,7.3,4.83,13.71,1.55,71.52,47.05,131.81,26.87,4.49,Yellow,35.26,28.99
Garlic,Summer,35.6,Sandy,7.94,1.6,13.61,1.44,20.91,22.42,189.65,27.03,1.16,Red,57.92,39.89
Jute,Summer,89.2,Clayey,7.45,1.61,24.67,1.32,15.16,18.42,55.15,23.62,0.67,Brown,41.31,32.38
Coffee,Summer,39.5,Clayey,7.21,4.75,19.91,1.57,49.77,10.97,56.38,18.56,2.88,Red,47.53,28.97
Quinoa,Summer,36.1,Loamy,7.61,4.55,31.58,1.58,76.42,18.51,157.51,10.87,2.64,Black,45.09,38.64
Yam,Autumn,34.3,Loamy,6.46,1.62,37.08,1.26,79.2,45.06,136.33,16.97,4.44,Red,49.78,22.6
Eggplant,Summer,23.0,Loamy,8.27,4.39,28.58,1.28,88.61,31.2,56.9,22.37,2.31,Red,38.37,43.69
Broccoli,Winter,62.3,Clayey,5.85,1.62,16.4,1.29,27.93,25.36,199.4,19.88,2.13,Black,33.62,35.74
Coffee,Winter,25.1,Loamy,6.45,0.88,37.93,1.51,98.71,30.57,137.01,17.85,3.6,Brown,32.44,26.18
Coconut,Summer,48.2,Silty,5.59,4.19,25.84,1.5,78.69,45.17,123.79,15.71,0.48,Gray,35.8,32.26
Kale,Spring,51.5,Silty,6.31,3.97,31.6,1.59,24.15,13.68,117.15,23.81,0.38,Brown,44.48,23.93
Coconut,Autumn,11.8,Clayey,6.15,1.83,36.72,1.33,85.66,48.45,155.1,26.06,2.57,Brown,37.08,38.5
Avocado,Summer,11.5,Silty,5.65,0.91,39.69,1.47,54.91,34.98,118.75,23.07,0.54,Yellow,43.02,40.08
Blueberry,Summer,56.8,Loamy,6.98,1.43,25.18,1.53,15.99,43.49,148.86,28.45,4.7,Yellow,30.88,32.16
Corn,Summer,72.6,Clayey,6.91,3.97,34.24,1.21,21.88,28.64,123.25,24.5,3.31,Black,48.83,30.19
Sugarcane,Spring,94.8,Loamy,5.73,4.84,27.01,1.41,49.05,15.65,141.61,16.27,3.79,Yellow,56.34,45.49
Black Gram,Spring,26.1,Silty,6.29,1.67,24.59,1.37,57.75,30.53,170.78,20.42,1.22,Gray,31.43,37.28
Bell Pepper,Spring,19.3,Loamy,8.36,4.18,26.13,1.47,95.27,8.06,172.58,17.61,2.52,Black,36.54,40.01
Pineapple,Autumn,14.7,Clayey,5.83,1.53,24.53,1.45,29.41,43.35,177.36,18.66,0.76,Yellow,39.53,23.83
Passion Fruit,Winter,49.2,Loamy,6.42,3.56,22.63,1.51,52.67,34.23,80.45,27.39,1.1,Red,38.62,41.4
Rice,Autumn,66.1,Silty,5.61,0.88,31.71,1.26,30.33,17.73,59.17,12.52,2.88,Yellow,31.21,33.34
Lettuce,Spring,85.6,Sandy,5.95,3.13,17.49,1.21,60.26,17.35,175.42,5.33,1.47,Gray,33.2,31.0
Pear,Winter,71.4,Clayey,7.6,1.71,28.49,1.5,91.84,45.63,56.34,22.39,4.59,Yellow,57.37,47.88
Guava,Winter,28.8,Loamy,6.6,4.67,31.39,1.28,61.1,42.84,82.02,9.53,4.98,Black,51.34,21.62
Cauliflower,Spring,51.6,Clayey,6.86,1.8,36.76,1.24,55.91,39.34,128.93,8.86,0.12,Red,58.75,25.87
Cucumber,Spring,91.9,Loamy,5.97,2.29,19.96,1.27,77.51,23.67,178.32,29.81,3.82,Black,43.21,31.25
Cocoa,Autumn,39.4,Sandy,7.55,4.28,35.82,1.13,23.29,44.26,184.52,11.67,0.67,Red,56.37,29.72
Clove,Spring,54.9,Silty,7.75,2.47,38.36,1.49,91.51,16.11,144.21,10.09,2.92,Red,54.5,35.32
Pomegranate,Winter,96.3,Loamy,6.04,1.57,29.46,1.46,61.99,6.09,195.01,9.77,1.22,Gray,56.25,32.03
Kale,Summer,76.1,Loamy,5.63,2.96,33.14,1.38,71.77,24.47,159.49,15.31,4.83,Brown,31.17,43.65
Radish,Spring,77.3,Sandy,5.74,4.28,22.17,1.46,83.71,46.38,129.16,15.24,4.39,Gray,49.58,43.04
Groundnut,Spring,32.7,Clayey,7.47,2.45,38.56,1.29,67.15,30.71,70.16,20.81,3.02,Brown,47.0,43.17
Kale,Autumn,47.3,Silty,5.91,1.1,30.13,1.25,67.71,15.32,114.32,7.59,0.96,Brown,46.36,31.08
Coffee,Autumn,17.4,Loamy,6.98,2.22,19.3,1.53,75.67,34.29,173.35,20.89,3.94,Gray,45.13,32.22
Ginger,Spring,64.6,Loamy,5.96,4.8,22.13,1.31,14.7,38.52,92.55,16.34,2.65,Yellow,53.88,41.61
Groundnut,Winter,19.3,Silty,6.01,0.82,28.53,1.2,44.4,29.77,136.74,10.19,3.1,Gray,59.04,23.73
Mustard,Winter,85.2,Sandy,5.51,2.34,17.02,1.47,96.66,42.92,197.52,24.46,3.62,Black,54.87,45.56
Broccoli,Summer,83.3,Clayey,6.46,3.42,32.62,1.27,33.21,31.66,76.16,16.85,2.14,Black,56.11,36.24
Green Gram,Spring,58.0,Silty,5.77,0.85,16.74,1.21,58.8,9.32,65.22,22.93,0.14,Black,44.52,45.46
Flax,Autumn,22.7,Clayey,6.68,2.05,27.75,1.11,25.79,41.43,169.34,28.01,1.88,Black,50.72,43.81
Beetroot,Winter,12.3,Sandy,7.29,4.73,30.91,1.59,39.09,11.59,53.74,13.84,2.13,Brown,42.47,31.23
Turmeric,Summer,81.7,Sandy,6.6,0.64,35.79,1.33,74.54,44.72,146.49,27.45,1.9,Brown,40.81,23.05
Orange,Spring,64.0,Silty,7.62,3.88,32.02,1.18,67.88,28.48,100.36,10.01,4.17,Gray,56.86,47.62
Cauliflower,Winter,74.0,Loamy,7.72,4.29,33.96,1.48,47.29,37.93,158.57,10.55,1.73,Red,57.16,30.34
Saffron,Spring,37.3,Sandy,7.59,1.75,37.39,1.54,94.43,48.74,68.04,21.59,2.14,Red,50.47,31.21
Tomato,Spring,55.9,Sandy,8.31,1.47,27.93,1.36,79.75,24.44,99.51,7.57,0.4,Brown,55.14,47.27
Lychee,Winter,77.2,Silty,6.21,4.62,35.39,1.11,34.11,25.69,52.56,16.37,3.61,Yellow,40.81,47.52
Onion,Winter,51.6,Silty,6.07,3.94,16.96,1.28,51.89,42.16,85.26,10.35,1.16,Brown,43.01,27.89
Sugarcane,Winter,64.1,Silty,7.33,1.01,34.44,1.22,89.02,9.96,122.49,19.27,1.25,Yellow,54.63,22.67
Cherry,Spring,81.1,Sandy,7.28,1.45,16.65,1.42,12.02,6.25,76.64,25.17,2.98,Red,41.94,20.03
Horse Gram,Spring,29.4,Clayey,7.03,3.3,38.04,1.36,62.33,32.19,139.95,6.06,4.92,Brown,31.2,33.15
Foxtail Millet,Summer,15.9,Sandy,5.51,2.39,19.9,1.28,30.88,12.54,67.72,15.33,2.11,Gray,40.6,37.06
Pistachio,Autumn,57.9,Silty,7.17,2.77,15.16,1.42,15.74,16.51,161.78,23.27,1.7,Black,41.95,28.11
Buckwheat,Spring,15.6,Loamy,8.3,4.78,14.45,1.39,92.16,48.93,188.25,13.56,0.28,Red,34.64,27.79
Thyme,Autumn,79.0,Loamy,6.5,2.39,15.62,1.55,83.47,34.39,107.89,6.04,3.96,Brown,40.32,30.7
Taro,Winter,74.7,Silty,8.4,4.47,23.43,1.4,26.68,43.51,129.23,19.78,1.38,Brown,58.03,27.89
Thyme,Spring,89.4,Loamy,6.57,3.47,25.66,1.35,85.33,45.4,123.28,8.0,3.87,Black,55.76,45.75
Rice,Summer,67.6,Sandy,5.92,1.05,37.41,1.51,23.18,10.46,167.81,14.25,1.48,Red,43.38,39.29
Radish,Summer,16.0,Clayey,6.7,3.85,21.43,1.2,52.85,46.75,199.13,29.76,0.25,Gray,51.3,44.87
Sesame,Autumn,32.8,Sandy,6.98,2.84,16.52,1.22,75.32,43.99,160.35,14.95,2.54,Gray,34.56,45.81
Hemp,Winter,82.7,Silty,7.39,1.51,32.31,1.49,58.04,7.04,82.18,26.07,4.54,Gray,52.58,33.05
Zucchini,Autumn,25.0,Sandy,7.01,1.8,14.04,1.32,86.57,48.97,154.41,26.5,1.13,Red,44.27,34.33
Cucumber,Winter,72.9,Loamy,7.11,3.01,36.77,1.3,65.52,25.62,142.36,11.57,0.85,Gray,51.68,49.33
Bell Pepper,Summer,80.2,Sandy,5.57,3.21,22.28,1.54,48.88,48.85,81.52,19.89,1.01,Yellow,49.32,44.51
Sugarcane,Autumn,39.7,Clayey,6.26,4.86,28.42,1.41,93.26,42.07,86.14,28.69,3.48,Brown,36.98,43.94
Turmeric,Summer,39.0,Loamy,6.43,4.35,15.59,1.5,13.27,24.81,147.92,20.16,1.9,Yellow,55.04,37.51
Lychee,Summer,60.2,Clayey,8.46,1.43,14.37,1.5,53.96,28.02,171.17,25.33,1.35,Red,47.17,33.83
Thyme,Winter,87.5,Clayey,6.39,3.98,33.97,1.16,69.47,17.38,164.36,16.56,1.75,Gray,53.53,46.84
Cauliflower,Autumn,30.2,Clayey,8.19,0.54,22.89,1.43,85.25,26.91,140.96,22.98,1.61,Gray,32.82,44.14
Black Pepper,Autumn,94.7,Sandy,6.41,1.08,39.6,1.58,58.7,9.84,190.63,5.55,2.76,Gray,48.46,35.5
Pistachio,Summer,63.9,Sandy,5.79,1.4,25.73,1.34,89.7,45.89,159.66,24.69,0.75,Black,38.76,28.11
Cabbage,Summer,99.3,Sandy,6.24,3.19,35.37,1.47,48.36,37.09,131.29,21.8,2.59,Black,55.83,24.42
Cauliflower,Winter,18.1,Sandy,6.32,1.38,39.4,1.38,38.54,41.23,172.43,13.97,1.63,Gray,58.49,36.58
Taro,Spring,21.4,Loamy,8.43,2.14,18.43,1.2,97.64,28.9,93.57,15.42,4.67,Brown,31.67,28.88
Black Gram,Spring,84.4,Sandy,7.52,1.59,34.03,1.2,70.05,10.65,89.52,13.17,2.17,Black,51.73,27.93
Beetroot,Summer,87.8,Loamy,8.3,2.02,10.66,1.32,48.32,29.18,195.72,18.11,0.59,Red,33.09,23.17
Pumpkin,Spring,50.1,Clayey,8.0,4.74,30.39,1.34,89.04,19.81,192.47,7.72,4.67,Gray,55.73,21.03
Garlic,Spring,74.3,Loamy,7.24,4.99,32.36,1.35,71.48,5.45,182.08,26.12,4.69,Brown,33.74,43.5
Hemp,Spring,88.1,Silty,7.53,3.59,24.32,1.58,67.41,32.68,82.16,16.95,0.96,Black,35.85,23.24
Cashew,Spring,13.9,Sandy,7.37,3.08,14.86,1.15,75.57,43.41,138.15,6.08,4.1,Red,37.55,46.66
Sesame,Summer,61.7,Silty,7.5,3.69,28.5,1.29,76.45,36.97,130.26,18.82,4.32,Black,51.83,26.41
Potato,Spring,86.8,Loamy,6.29,3.97,36.93,1.36,54.37,15.06,80.47,28.26,1.84,Red,38.78,42.79
Coconut,Spring,45.8,Sandy,6.72,3.83,37.94,1.58,47.74,41.86,117.17,7.19,0.88,Gray,47.88,44.69
Cotton,Winter,37.2,Silty,7.28,0.87,32.38,1.35,91.84,18.93,119.77,8.08,4.01,Brown,47.16,43.78
Grapes,Summer,81.6,Sandy,5.61,1.9,17.91,1.49,54.75,14.83,86.09,14.68,0.24,Yellow,42.07,46.19
Zucchini,Autumn,40.2,Loamy,6.95,2.05,36.11,1.47,29.42,48.25,193.23,23.39,3.14,Black,46.18,30.19
Wheat,Autumn,10.3,Silty,8.08,2.16,36.66,1.38,56.94,5.75,123.91,20.12,1.78,Brown,33.55,49.58
Sugarcane,Winter,96.4,Loamy,6.98,2.05,21.02,1.17,13.1,12.54,128.73,16.45,3.02,Yellow,56.29,28.39
Grapes,Winter,63.3,Silty,7.16,4.04,15.49,1.21,75.1,26.02,139.79,29.82,3.97,Gray,36.21,48.03
Cherry,Summer,83.8,Clayey,6.11,3.86,36.24,1.22,21.43,12.52,183.04,9.64,4.16,Red,56.41,33.12
Almond,Autumn,84.3,Clayey,7.88,0.52,36.55,1.12,20.06,12.51,130.0,25.54,4.99,Gray,45.56,21.71
Banana,Spring,16.0,Clayey,6.58,1.83,13.03,1.29,95.17,33.55,131.14,8.1,3.24,Brown,48.42,43.55
Banana,Winter,25.4,Clayey,8.37,3.31,39.01,1.41,79.53,41.86,86.03,9.49,1.19,Brown,37.72,43.62
Tomato,Autumn,38.0,Clayey,8.48,1.04,25.99,1.17,47.28,34.77,140.42,12.39,1.45,Black,36.67,25.92
Pistachio,Summer,38.9,Loamy,8.25,0.82,39.81,1.19,31.56,9.57,107.17,26.83,2.24,Yellow,44.72,44.71
Guava,Spring,69.3,Clayey,5.75,4.23,23.35,1.45,85.91,45.29,147.02,16.11,4.26,Yellow,38.02,24.73
Rye,Summer,66.1,Loamy,6.5,2.54,26.0,1.18,97.17,46.52,95.11,14.89,1.9,Black,42.69,24.54
Pear,Winter,54.5,Clayey,8.34,4.35,17.98,1.17,55.75,17.65,157.36,17.27,3.47,Gray,43.21,44.27
Onion,Autumn,29.0,Sandy,7.91,4.21,36.97,1.59,62.21,29.89,142.84,20.77,0.32,Yellow,38.13,28.71
Ginger,Autumn,44.4,Clayey,8.23,4.52,23.31,1.11,31.87,26.84,121.17,15.59,2.21,Gray,38.75,22.31
Date Palm,Autumn,58.9,Sandy,7.22,0.72,34.44,1.26,63.03,35.07,64.5,29.06,0.92,Red,59.19,48.69
Pineapple,Autumn,52.1,Loamy,6.94,1.34,12.39,1.12,46.05,49.01,144.05,8.38,4.7,Brown,47.62,36.71
Asparagus,Spring,21.5,Clayey,5.82,1.83,33.65,1.52,86.1,49.39,178.89,16.89,3.98,Red,54.96,33.44
Pumpkin,Spring,68.5,Silty,8.02,1.11,24.71,1.39,43.94,27.91,75.66,15.39,0.78,Black,31.37,35.12
Garlic,Summer,16.6,Loamy,7.74,2.68,10.16,1.12,68.39,9.14,62.71,22.32,2.07,Yellow,30.06,40.11
Chickpea,Spring,44.0,Clayey,5.68,4.1,16.79,1.41,28.31,20.05,55.94,29.08,0.49,Red,45.57,45.85
Soybean,Winter,73.9,Loamy,6.13,4.78,15.81,1.16,18.16,23.61,54.77,12.21,3.76,Brown,54.8,40.18
Watermelon,Winter,11.8,Silty,7.17,4.5,32.55,1.35,13.63,29.06,176.31,28.88,1.04,Yellow,48.33,42.19
Cherry,Autumn,61.3,Clayey,7.55,2.56,24.32,1.43,47.41,48.22,159.14,25.69,4.04,Gray,48.56,25.4
Onion,Winter,40.1,Silty,5.91,3.36,14.79,1.17,24.72,16.81,80.34,25.26,0.46,Yellow,34.18,31.52
Cucumber,Summer,10.8,Clayey,6.23,1.54,17.7,1.35,99.41,29.15,187.57,6.83,2.91,Brown,59.36,37.54
Mustard,Spring,27.1,Sandy,6.08,2.31,25.12,1.33,81.85,18.1,70.3,28.51,3.08,Yellow,45.89,38.58
Okra,Spring,94.7,Loamy,6.16,4.42,10.59,1.56,72.4,46.38,106.12,25.97,1.74,Red,33.08,28.12
Rye,Spring,56.9,Silty,8.26,0.63,22.72,1.6,82.3,49.55,117.82,22.11,0.9,Black,42.43,49.25
Cocoa,Winter,99.8,Loamy,7.65,2.9,30.34,1.43,33.65,44.18,61.38,8.2,1.69,Red,32.16,23.55
Coffee,Spring,57.2,Silty,7.71,4.43,25.53,1.53,89.13,20.24,102.12,15.5,2.53,Yellow,42.54,23.37
Tea,Autumn,59.0,Loamy,7.88,1.05,27.94,1.42,99.61,17.5,65.28,26.01,4.85,Gray,51.35,26.87
Date Palm,Autumn,45.3,Loamy,6.57,4.92,19.8,1.54,36.09,24.4,168.47,15.94,2.29,Yellow,39.71,42.62
Broccoli,Autumn,37.9,Loamy,7.8,0.56,15.49,1.32,98.62,38.64,57.02,15.91,1.03,Brown,39.39,21.1
Strawberry,Winter,32.6,Sandy,8.44,4.49,34.29,1.4,38.84,5.42,52.57,11.75,0.23,Red,45.43,49.64
Pomegranate,Spring,40.9,Clayey,7.6,2.09,37.17,1.52,11.06,49.78,159.87,6.28,0.14,Red,44.95,49.63
Spinach,Winter,51.4,Sandy,6.75,1.1,25.32,1.56,43.05,44.75,167.13,17.83,2.14,Yellow,44.01,24.79
Foxtail Millet,Spring,27.3,Loamy,7.65,1.21,19.15,1.11,99.78,6.07,124.34,24.36,1.55,Black,45.51,32.04
Cardamom,Summer,30.2,Silty,8.2,3.66,25.34,1.15,67.16,22.19,97.68,8.65,0.66,Yellow,31.44,26.12
Walnut,Summer,34.4,Loamy,5.89,4.42,36.37,1.57,72.59,35.95,85.47,27.34,0.94,Black,44.23,32.24
Rubber,Winter,50.4,Clayey,6.3,3.38,30.74,1.38,31.45,15.86,67.55,18.88,1.81,Yellow,59.76,35.99
Horse Gram,Autumn,68.8,Sandy,8.26,4.68,35.76,1.6,23.13,11.43,122.63,25.31,3.46,Red,52.93,44.68
Quinoa,Winter,87.1,Clayey,8.34,4.29,19.85,1.5,89.7,33.32,123.66,21.68,3.09,Black,38.63,21.07
Cocoa,Autumn,35.8,Silty,6.95,0.54,31.36,1.51,47.21,45.66,118.39,8.37,0.49,Brown,50.33,49.61
Pistachio,Spring,26.5,Clayey,6.62,3.51,29.59,1.29,10.37,48.0,166.74,27.66,0.8,Black,39.9,48.22
Orange,Autumn,44.1,Sandy,6.35,1.87,27.15,1.23,36.48,5.46,64.97,22.95,4.55,Gray,35.75,37.11
Strawberry,Autumn,90.5,Silty,7.0,2.55,25.85,1.4,27.62,44.35,150.5,5.89,0.45,Brown,53.21,34.43
Kiwi,Spring,10.9,Clayey,8.3,0.92,26.53,1.54,64.34,30.23,110.24,19.5,1.07,Yellow,36.29,36.52
Bamboo,Summer,71.0,Sandy,5.95,1.77,35.49,1.46,78.05,15.7,86.14,17.0,1.66,Gray,55.76,20.55
Date Palm,Spring,52.9,Sandy,6.76,3.35,37.48,1.34,54.77,32.76,152.24,26.48,1.23,Brown,41.41,42.13
Saffron,Winter,24.5,Loamy,8.23,1.48,13.39,1.48,26.73,49.81,79.65,8.07,1.53,Yellow,52.71,34.89
Jute,Winter,38.9,Clayey,6.55,3.41,27.06,1.45,15.22,17.43,84.64,19.77,3.67,Black,37.79,28.58
